date_time,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j,lower_dma_a,upper_dma_a,lower_dma_b,upper_dma_b,lower_dma_c,upper_dma_c,lower_dma_d,upper_dma_d,lower_dma_e,upper_dma_e,lower_dma_f,upper_dma_f,lower_dma_g,upper_dma_g,lower_dma_h,upper_dma_h,lower_dma_i,upper_dma_i,lower_dma_j,upper_dma_j
2022-06-27 00:00,12.665799008530783,8.238465107341334,4.983748176626243,23.002113474385393,64.4720265553386,6.512284895513364,23.375832450056407,14.16065535901314,18.760418681706863,23.18553865822814,10.873831071198934,14.457766945862632,7.22924648712824,9.247683727554428,4.119011482857188,5.848484870395297,18.925436073895764,27.078790874875022,61.670915118538,67.2731379921392,4.653708021242753,8.370861769783975,21.116385199220975,25.63527970089184,12.523316042967473,15.797994675058806,16.564327559046294,20.956509804367432,21.06265553654663,25.30842177990965
2022-06-27 01:00,7.089233076759831,7.456960680054439,4.214928031128705,20.68470749631156,59.15868186301359,6.118132725721474,21.00982933429345,12.428028738489811,18.515765955539475,22.484456879278667,5.151102387247118,9.027363766272543,6.0047022323335195,8.909219127775359,2.912329418414158,5.517526643843253,16.083100634282722,25.286314358340398,55.31645880887192,63.00090491715526,4.142581096571304,8.093684354871645,18.24930645653736,23.770352212049538,10.620643242421767,14.235414234557854,15.410024105665743,21.62150780541321,20.115870056271387,24.853043702285948
2022-06-27 02:00,6.97268561317652,7.366912570396692,3.9059311175637927,20.65629691952287,57.24938116944373,5.92485077097335,19.82223579374626,11.807280991347202,18.427671198382576,22.360524073826806,5.021601424644414,8.923769801708625,5.748229697291657,8.985595443501728,2.377710475460822,5.434151759666763,16.04460027295398,25.26799356609176,53.03538726377091,61.46337507511655,3.9105854416073837,7.939116100339317,16.948793920269914,22.695677667222604,9.951772195031293,13.662789787663112,14.623929795883496,22.231412600881654,19.87066754585416,24.85038060179945
2022-06-27 03:00,7.7127282245059146,7.355366253399908,3.7047370926209875,20.28740025324533,58.7157985454566,5.880650012963523,20.11654434261487,12.056744444641833,18.59528218093781,22.845577858609953,5.760733761103532,9.664722687908297,5.696838179104931,9.013894327694885,2.0727040507450676,5.336770134496907,15.661289589648275,24.913510916842384,54.451941296483405,62.979655794429796,3.856190774085618,7.905109251841427,17.240695744578385,22.992392940651353,10.179998899321033,13.933489989962633,14.203099935616674,22.98746442625895,20.32225323622871,25.368902480991196
2022-06-27 04:00,7.490087333626196,7.573020451049437,3.7159731191691256,20.865015262030727,59.11417588755123,5.804008077925967,20.696297729270775,11.811436174686667,18.22130478111891,22.373610479638426,5.53803852534471,9.442136141907682,5.910518119134365,9.235522782964509,2.038633001698976,5.393313236639275,16.228138270162304,25.50189225389915,54.84479827964053,63.383553495461925,3.776677081571368,7.8313390742805655,17.80065279823945,23.5919426603021,9.921276567608079,13.701595781765256,13.310695746066049,23.13191381617177,19.834674917209476,24.912546042067376
2022-06-27 05:00,8.085240374862815,8.122686432172173,4.390514379230428,23.7947686878729,61.55648655935234,6.235007752769226,21.798114368559972,12.6171738081901,18.722022806142842,23.07046714950284,6.133188696083597,10.037292053642034,6.460140392372665,9.785232471971682,2.6926352104791897,6.088393547981666,19.156638259225602,28.432899116520197,57.23165836909453,65.88131474961014,4.206877060885006,8.263138444653446,18.851124730185187,24.745104006934756,10.716443466002348,14.517904150377854,13.342720126968587,24.101325485317098,20.52664925184917,25.614285047156507
2022-06-27 06:00,10.156470647348176,9.946233737674792,6.130506530212624,31.236227438285773,76.32765945213856,8.138842066609877,27.045062364429697,17.353295216880525,20.375766319941054,27.574927487421963,8.20441883177787,12.108522462918481,8.282807683062103,11.60965979228748,4.421784987197051,7.839228073228196,26.598077336004913,35.874377540566634,71.93372864605601,80.72159025822111,6.1104878081913485,10.167196325028407,24.046404882038438,30.043719846820956,15.443263895252404,19.263326538508647,14.565455352944547,26.18607728693756,25.02899031525868,30.120864659585244
2022-06-27 07:00,12.937624726591192,11.975675594900355,7.596772699937879,40.281615286166755,98.38926182286714,11.428029631490029,34.22953944799501,25.5319306367396,23.359537355576027,33.17018425886569,10.985572905099032,14.889676548083353,10.311449015892673,13.639902173908037,5.880825695135586,9.312719704740172,35.643316828796856,44.919913743536654,93.9551590370644,102.82336460866988,9.39961290866213,13.456446354317928,31.20003369109409,37.259045204895926,23.613305876391312,27.450555397087886,17.148053655828562,29.57102105532349,30.623538473882423,35.71683004384895
2022-06-27 08:00,13.538584790534427,12.177217163312546,7.608750095692762,40.147691184953075,100.29054899819928,10.71706579814301,35.08323923880875,28.502122677802486,25.999194986828957,36.488276583746746,11.586532968810028,15.490636612258827,10.51264731352866,13.841787013096432,5.886797132965172,9.330703058420351,35.50934790128008,44.78603446862607,95.84605655506742,104.73504144133115,8.688631618718812,12.745499977567206,32.04304182942728,38.12343664819022,26.575393429384995,30.428851926219977,19.410921618847254,32.58746835481066,33.94133834898793,39.035214818505565
2022-06-27 09:00,13.613207172026115,11.672346452966774,7.192215919013347,39.71345277631562,96.98312673982315,9.963721867263406,33.82583237383517,28.52000715033237,25.98527354093942,36.29459754550553,11.661155350293578,15.565258993758652,10.007697021331893,13.336995884601656,5.46451586716545,8.919915970861243,35.07510824617201,44.35179730645923,92.53852703478172,101.42772644486458,7.93528280947709,11.99216092504972,30.78444558869136,36.867219158978976,26.58556931259413,30.454444988070605,19.04062364405581,32.929923437823035,33.747557381819576,38.84163770919149
2022-06-27 10:00,13.742511927861297,11.05428273075588,6.671985156083336,37.579207449729374,92.37791394183515,9.251827229171523,31.836260135092186,27.80747171052275,26.11066320614826,35.94049065216019,11.790460106128513,15.694563749594082,9.389626958339056,12.718938503172703,4.938435380444191,8.40553493172248,32.94086183518508,42.217553064273666,87.93085332828772,96.82497455538257,7.223386808075222,11.280267650267824,28.794591055575378,34.877929214609,25.865675810437484,29.74926761060802,18.827052946852795,33.394273465443725,33.393409791996696,38.48757151232369
2022-06-27 11:00,13.31469457160558,10.725797262602606,6.439674328691353,35.708716457285576,88.50443438226242,9.05794308438252,30.355258156767032,26.13791310051315,25.79930958642784,34.86156366662254,11.36264274987279,15.26674639333837,9.06114109744446,12.390453427760752,4.700080474922199,8.179268182460508,31.070369909489628,40.34706300508152,84.052208576108,92.95666018841683,7.029502282295285,11.086383886469756,27.311539836553564,33.3989764769805,24.18908296474823,28.086743236278068,18.19182678142968,33.406792391425995,32.31446823963943,37.40865909360564
2022-06-27 12:00,13.253274404469924,10.579340669074458,6.316766357416682,35.67372215483236,88.33893604045994,8.87011192256288,29.825698405522267,26.193755591058885,25.17971392953609,33.94195716215521,11.301222582737134,15.205326226202713,8.914682067661573,12.243999270487343,4.570957013895463,8.0625757009379,31.035375484848867,40.31206882481585,83.88261304456927,92.79525903635061,6.841671014003735,10.898552831122027,26.779191169320463,32.87220564172407,24.23819598979513,28.14931519232264,17.26159478119213,33.09783307788005,31.39485604261998,36.48905828169045
2022-06-27 13:00,13.33495873594273,10.657179957566678,6.106814526822119,35.76399743972696,88.14972833904216,9.398464897182338,30.08951802815475,26.34160201555832,25.871173073042392,34.51579113158007,11.38290691420994,15.287010557675519,8.992519429571612,12.321840485561744,4.354675954712652,7.858953098931586,31.12565076892564,40.402344110528276,83.6918182933177,92.60763838476662,7.370023958868502,11.426905835496175,27.040945764859337,33.13809029145016,24.379602062627207,28.30360196848943,17.654152501910797,34.088193644173984,31.96868793913291,37.06289432402724
2022-06-27 14:00,13.213091605287776,10.273135295312708,5.812179706288776,33.86172763197029,84.85332040315478,8.87918542995215,28.8147518916372,24.908990205812156,26.4321937808211,34.4424449022196,11.261039783554986,15.165143427020565,8.608474009206546,11.93779658141887,4.05365327227178,7.570706140305773,29.22338094896841,38.50007431497217,80.39524594894331,89.31139485736625,6.850744483323054,10.907626376581245,25.76525675120404,31.864247032070363,22.94082510282143,26.87715530880288,17.926769436002765,34.93761812563943,31.895340910854326,36.989548893584875
2022-06-27 15:00,12.687119351997314,10.239270367561819,5.69738656369765,32.12848265153562,81.72984706766732,8.871056541284633,27.675513261584822,23.194426414517416,25.924666763106146,33.25268566430384,10.735067530264525,14.639171173730103,8.57460892302998,11.903931812093658,3.9324535618721344,7.462319565523166,27.49013596446629,36.76682933860495,77.27171140333333,86.18798273200132,6.84261559233175,10.899497490237515,24.625824374893604,30.72520214827604,21.220358531732852,25.16849429730198,17.14030227246387,34.70903125374842,30.70558137876548,35.7997899498422
2022-06-27 16:00,11.682408788265606,10.307897447859817,5.6828384977254895,32.03948164196873,81.0485944264514,8.365690565727746,27.373682858221393,22.851465439574156,24.95286204270362,32.85519145944181,9.730356966532817,13.634460609998396,8.643235994039633,11.972558901680001,3.9115045285760197,7.45417246687496,27.40113495475299,36.677828329184464,76.59012424727081,85.507064605632,6.337249616125457,10.394131515330034,24.323993847879297,30.42337186856349,20.871745116434106,24.831185762714206,15.898146380492827,34.00757770491442,30.308087061537513,35.40229585734611
2022-06-27 17:00,11.317312181209658,10.69013430246091,6.093728695704807,33.463016909425825,82.27594968016464,9.183102906329518,28.20725188738371,22.83794814708716,23.49408335186799,31.692838422746277,9.365260359476869,13.269364002942448,9.025472846661065,12.354795758260755,4.3160119831272254,7.871445408282389,28.824670222129555,38.101363596722095,77.81710792784047,86.73479143248882,7.154661956545745,11.211543856113291,25.157494286989845,31.257009487777573,20.852814361293802,24.82308193288052,14.17685780224679,32.811308901489184,29.14573398316883,34.23994286232372
