date_time,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-01-01 00:00:00,6.047706302794022,8.080869547234235,3.2958024691358023,25.883739698386066,60.59767204017144,6.641934156378601,18.795788328608626,14.064690266520161,17.645642044717494,21.90545272987116
2021-01-01 01:00:00,5.679626380766732,7.6867056405638134,2.957777777777778,24.43458089668616,55.688273234612154,6.372109053497943,16.780225551991247,12.243913620777834,17.411915945666003,21.177313160566367
2021-01-01 02:00:00,5.67683885640026,7.647572853743574,2.829506172839506,23.421539961013643,54.92146645638312,6.140329218106996,16.028694117149247,11.894262547900068,17.28996623459554,21.194826447521482
2021-01-01 03:00:00,6.393651721897336,7.682752395829872,2.7604938271604937,23.11966869836928,54.557392382309054,6.104681069958848,15.806977951839709,11.610978670583453,17.457260754515865,21.51473421843401
2021-01-01 04:00:00,5.905024691358025,7.748539494763052,2.766296296296296,23.839840462121977,54.51463413808626,6.019430069338745,16.3843728450009,11.757607427522498,17.403033050966467,21.407969892270817
2021-01-01 05:00:00,6.2543086419753084,8.068902937169105,3.3327160493827157,26.377827160493826,57.57352829218107,6.3720754087420755,17.539219347791118,12.629395474261994,17.691249356995463,22.01997090718934
2021-01-01 06:00:00,7.727395061728394,9.480461183699033,4.742962962962963,33.29102777777778,73.75117105972525,7.922252252252253,23.172480968226072,17.15079219590538,18.990666199186634,25.98555670710083
2021-01-01 07:00:00,10.011148148148148,10.845784980100017,5.891481481481481,41.57401543209876,98.9087771851706,10.06626960293627,31.889194864043322,25.224590030135474,21.082051279321945,30.01973492830017
2021-01-01 08:00:00,10.529102270995276,10.903064080424272,5.686543209876543,41.79706277895049,100.55942854879497,9.496475720164609,32.521930584448405,28.461784416445337,23.143423779034194,32.2855477076079
2021-01-01 09:00:00,10.580573083371437,10.467266059771786,5.29716049382716,39.83284103033074,95.0433004699472,9.113605614747167,30.24997309409128,28.30916441277344,23.395662013617933,32.74404337305099
2021-01-01 10:00:00,10.41208024691358,10.029802848814423,4.847102967649,37.57445518360304,89.53040347351897,8.56037037037037,27.671882121255273,27.325104688205762,23.49348828788598,32.35860202626021
2021-01-01 11:00:00,10.133922487888732,9.76096066958162,4.744648718131552,35.81111135392685,86.02559665092943,8.454063338701019,26.29530880263135,25.917875314920654,23.903362452543,32.01307578585314
2021-01-01 12:00:00,10.260441358024691,9.753007761504788,4.634235381297497,35.86511373425453,85.81868731032198,8.357273368606702,25.803762994010626,25.9606781969743,23.19579891887107,31.48782452317645
2021-01-01 13:00:00,10.493561253561253,9.842342501810387,4.550664428929693,37.17923340276413,86.23554282975259,8.529840027821248,26.135823635309514,25.69595936996383,23.24406646328176,31.52920684700376
2021-01-01 14:00:00,10.503012666345999,9.716232846188342,4.383827160493827,35.4333451588243,83.4006539624172,8.679441015089163,25.34780380719075,24.418473142853713,22.864152286740943,30.88247869919413
2021-01-01 15:00:00,9.967413738524849,9.653205208072709,4.386296296296297,34.64972305611136,80.73565214857062,8.167465706447189,24.337874826679574,22.986240710857214,21.873337455037916,29.27699598977218
2021-01-01 16:00:00,8.983525550867324,9.713524606259682,4.4017283950617285,34.60632442569152,80.29868355587242,8.338537645626847,24.352574350877386,22.581065984878023,21.867763892397303,29.411824455069922
2021-01-01 17:00:00,8.563665716999049,9.940787156813053,4.717777777777777,35.41891858102829,81.32746578045486,8.42533950617284,25.121427421373813,22.69724384654049,20.796220020132488,28.35582657472672
2021-01-01 18:00:00,8.633786008230453,10.476284297893217,5.196533953405377,37.64885763400532,84.71163451040567,8.712794924554183,26.499516467754727,22.655204256663676,20.011087397040374,27.743961556607392
2021-01-01 19:00:00,9.179550490661603,11.057979636133673,5.447555441366894,39.92142364800286,88.05295382040633,9.154732510288065,28.05280319823533,23.117553778810663,19.845550973528688,27.823570102235415
2021-01-01 20:00:00,9.27025493025493,10.775102122763613,5.355483724469294,39.411601812783246,87.63909472934473,8.963324639193184,28.185093048884006,22.288826509324053,19.30452386950902,27.080112008261292
2021-01-01 21:00:00,8.189737258626147,9.873446247057686,4.805185185185185,34.63163775589936,80.70905392624279,8.341406035665296,25.69158067715543,19.987512921378944,18.502366326975462,25.29331634213333
2021-01-01 22:00:00,7.052453308008864,9.017766130509603,4.125925925925926,30.306704809790805,73.17703883231846,7.406567553468962,22.868956062101052,17.77232360530957,18.25975561318085,24.124252356455393
2021-01-01 23:00:00,6.538088002532446,8.57783477335497,3.9271604938271607,28.398498357413548,68.73819268077602,7.015466392318244,21.525900704953184,16.445743141888975,18.17760379432422,23.050843578679064
2021-01-02 00:00:00,5.981848686293131,8.118646228275106,3.2897530864197533,26.004341303328648,61.35156618706583,6.67622085048011,19.038443789474524,14.242018178114987,17.314012383956474,21.476315411306462
2021-01-02 01:00:00,5.764140550807218,7.73751816663527,3.0109876543209877,24.528713861540865,56.70068942854461,6.450075445816187,17.094795263135513,12.696450686765479,17.059794583594172,20.957222393821475
2021-01-02 02:00:00,5.939164292497626,7.680981285135201,2.885925925925926,23.858710232668567,54.77543230226564,6.23664609053498,15.910210299250018,11.761639939677995,16.79317563325255,20.622872726221626
2021-01-02 03:00:00,6.024241848686294,7.71033965701223,2.711851851851852,23.3488218268267,54.18104414471665,6.161738828029908,15.688420499000793,11.437800961098715,17.209457511542368,21.07461597383574
2021-01-02 04:00:00,5.709335232668566,7.709719434075146,2.758024691358025,23.86047351148617,54.55172859856193,6.238181185880717,15.989712732440404,11.622750778660636,16.864874921310587,20.761069355165162
2021-01-02 05:00:00,6.030772396327952,7.975451340207403,3.203456790123457,25.39356441559597,56.07242540343175,6.228049034950444,17.120418123738908,12.215464117567757,16.902827185804053,20.882022525518543
2021-01-02 06:00:00,7.064862298195631,8.706816899241897,4.036666666666667,28.710764790764788,64.0870334229042,7.1900634920634925,20.01144491416698,14.599476761642064,17.475243139438568,22.854843843256848
2021-01-02 07:00:00,8.513681544792655,10.074310872556014,5.035308641975309,35.61160173160173,79.48470634191038,8.979393298059964,25.007221653524038,19.80887360214565,18.590413192914554,25.664107736404905
2021-01-02 08:00:00,9.564542576764799,11.168387494342939,5.977407407407408,42.58015392015392,95.27121985848804,9.995823633156967,30.930411025102696,25.220033597584454,19.38095461173927,27.78964028268594
2021-01-02 09:00:00,9.817077120410454,11.607664345300428,6.185555555555556,44.49349175407655,101.75126775996704,10.206719576719577,33.618531652978334,27.994471186378345,19.599580707344547,28.244558802207933
2021-01-02 10:00:00,9.702502805836138,11.174764887230634,5.9203896997395455,42.88822642588918,99.25602245622466,9.802186437645375,32.36623072058648,27.408950055209267,19.423306668188896,27.897178262501633
2021-01-02 11:00:00,9.334904601571267,10.806700032731776,5.7228800180110735,40.66984438418942,93.4084588670758,9.604764716407228,29.979944742319343,25.421540944172637,19.696859811853923,27.78228573428581
